application_id,customer_id,broker_id,brand,application_channel,submitted_date,loan_amount,property_value,lvr,interest_rate,approved,lvr_bin,rate_bin,month
9085,6130,297,Mortgage Choice,Broker,2018-06-06,317530.0,369390.0,0.8596063780827852,4.81,1,"(0.85, 0.9]","(4.5, 5.0]",6
9086,1755,116,Mortgage Choice,Broker,2023-01-19,566975.0,657024.0,0.8629441238067407,5.76,0,"(0.85, 0.9]","(5.5, 6.5]",1
9087,2465,44,Smartline,Online,2022-05-04,211620.0,235420.0,0.8989040863138221,5.15,1,"(0.85, 0.9]","(5.0, 5.5]",5
9088,4483,346,Loan Market,Online,2023-02-22,162386.0,205073.0,0.7918448552466683,3.98,1,"(0.75, 0.8]","(3.5, 4.0]",2
9089,9687,289,Aussie,Broker,2017-02-03,478144.0,765641.0,0.624501561436757,4.2,1,"(0.6, 0.65]","(4.0, 4.5]",2
9090,9045,219,Loan Market,Broker,2021-06-09,143891.0,169915.0,0.8468410675926198,4.82,1,"(0.8, 0.85]","(4.5, 5.0]",6
9091,7401,56,Smartline,Online,2021-05-13,409322.0,639103.0,0.6404632743078972,4.72,1,"(0.6, 0.65]","(4.5, 5.0]",5
9092,6807,242,Smartline,Online,2022-03-12,86118.0,104847.0,0.8213682794929755,4.13,1,"(0.8, 0.85]","(4.0, 4.5]",3
9093,8644,396,Smartline,Online,2023-09-22,345233.0,474738.0,0.727207428097182,4.62,1,"(0.7, 0.75]","(4.5, 5.0]",9
9094,7397,258,Loan Market,Broker,2021-12-06,224391.0,372752.0,0.6019846976005494,4.14,1,"(0.6, 0.65]","(4.0, 4.5]",12
9095,7339,1,Aussie,Broker,2020-08-13,208453.0,285265.0,0.7307345801272501,4.69,1,"(0.7, 0.75]","(4.5, 5.0]",8
9096,9951,449,Aussie,Broker,2022-04-28,117192.0,139681.0,0.8389974298580337,5.15,0,"(0.8, 0.85]","(5.0, 5.5]",4
9097,5242,377,Mortgage Choice,Broker,2018-06-21,209786.0,335004.0,0.6262193884252129,4.62,1,"(0.6, 0.65]","(4.5, 5.0]",6
9098,7395,381,Lendi,Broker,2022-09-15,155856.0,259473.0,0.6006636528656161,4.47,1,"(0.6, 0.65]","(4.0, 4.5]",9
9099,6438,289,Aussie,Online,2020-07-11,170823.0,232151.0,0.735827112525899,3.66,1,"(0.7, 0.75]","(3.5, 4.0]",7
9100,4696,470,Smartline,Broker,2020-11-06,323341.0,538499.0,0.6004486545007511,3.88,1,"(0.6, 0.65]","(3.5, 4.0]",11
9101,2589,460,Lendi,Online,2022-12-02,119335.0,135543.0,0.8804217111912824,4.5,1,"(0.85, 0.9]","(4.0, 4.5]",12
9102,1783,103,Aussie,Online,2024-04-06,246138.0,290442.0,0.8474600780878798,5.77,1,"(0.8, 0.85]","(5.5, 6.5]",4
9103,5948,292,Lendi,Online,2018-03-19,192738.0,244270.0,0.7890367216604577,4.89,1,"(0.75, 0.8]","(4.5, 5.0]",3
9104,6595,149,Lendi,Broker,2020-04-01,229995.0,380034.0,0.6051958508975512,4.17,1,"(0.6, 0.65]","(4.0, 4.5]",4
9105,3521,84,Lendi,Broker,2017-02-07,202057.0,262089.0,0.7709480367356127,4.94,1,"(0.75, 0.8]","(4.5, 5.0]",2
9106,9972,420,Mortgage Choice,Broker,2022-11-10,318356.0,397287.0,0.801324986722445,4.46,1,"(0.8, 0.85]","(4.0, 4.5]",11
9107,3219,26,Mortgage Choice,Online,2024-05-02,420995.0,542356.0,0.7762336915236486,4.74,1,"(0.75, 0.8]","(4.5, 5.0]",5
9108,3758,175,Loan Market,Online,2024-06-12,264444.0,299122.0,0.8840673705043427,5.34,1,"(0.85, 0.9]","(5.0, 5.5]",6
9109,4017,223,Lendi,Online,2022-11-19,240595.0,283252.0,0.8494026520554135,5.14,1,"(0.8, 0.85]","(5.0, 5.5]",11
9110,2838,129,Lendi,Online,2018-05-22,165543.0,233315.0,0.709525748451664,5.36,1,"(0.7, 0.75]","(5.0, 5.5]",5
9111,6001,422,Mortgage Choice,Broker,2023-02-05,443226.0,548249.0,0.8084392310793088,4.88,1,"(0.8, 0.85]","(4.5, 5.0]",2
9112,7035,142,Aussie,Online,2023-05-21,248649.0,336766.0,0.7383435382431718,4.67,1,"(0.7, 0.75]","(4.5, 5.0]",5
9113,7310,346,Loan Market,Broker,2017-12-21,370927.0,422226.0,0.8785034554953982,5.71,1,"(0.85, 0.9]","(5.5, 6.5]",12
9114,4240,302,Loan Market,Broker,2022-04-12,201443.0,256472.0,0.7854385663932125,4.51,1,"(0.75, 0.8]","(4.5, 5.0]",4
9115,4429,298,Lendi,Online,2021-04-08,235534.0,304063.0,0.7746223644442106,5.76,0,"(0.75, 0.8]","(5.5, 6.5]",4
9116,9612,135,Smartline,Broker,2022-05-28,227788.0,303633.0,0.7502083106908669,4.57,0,"(0.75, 0.8]","(4.5, 5.0]",5
9117,4151,55,Loan Market,Online,2018-05-03,244872.0,343284.0,0.7133219142168001,4.59,1,"(0.7, 0.75]","(4.5, 5.0]",5
9118,9523,56,Smartline,Broker,2019-10-03,316135.0,490574.0,0.6444185790522938,4.53,1,"(0.6, 0.65]","(4.5, 5.0]",10
9119,1447,374,Loan Market,Broker,2017-10-06,418750.0,613841.0,0.6821799130393701,3.91,1,"(0.65, 0.7]","(3.5, 4.0]",10
9120,9633,76,Mortgage Choice,Broker,2024-02-05,162346.0,232006.0,0.6997491444186789,4.44,1,"(0.65, 0.7]","(4.0, 4.5]",2
9121,6469,319,Lendi,Online,2018-10-12,93766.0,145103.0,0.6462030419770783,4.06,1,"(0.6, 0.65]","(4.0, 4.5]",10
9122,5791,408,Lendi,Broker,2017-12-21,527541.0,625186.0,0.8438144808105108,5.11,1,"(0.8, 0.85]","(5.0, 5.5]",12
9123,4176,339,Aussie,Broker,2023-02-21,92953.0,154750.0,0.6006655896607431,4.15,1,"(0.6, 0.65]","(4.0, 4.5]",2
9124,5081,457,Lendi,Broker,2019-03-15,122375.0,139900.0,0.8747319513938527,4.91,1,"(0.85, 0.9]","(4.5, 5.0]",3
9125,865,355,Lendi,Broker,2022-11-11,200856.0,314582.0,0.6384853551697173,4.32,1,"(0.6, 0.65]","(4.0, 4.5]",11
9126,6861,132,Lendi,Online,2023-10-17,428188.0,695911.0,0.6152913231720722,4.04,1,"(0.6, 0.65]","(4.0, 4.5]",10
9127,8664,493,Aussie,Broker,2018-07-12,1050856.0,1169494.0,0.8985561276928312,5.33,0,"(0.85, 0.9]","(5.0, 5.5]",7
9128,6218,42,Aussie,Broker,2019-11-17,238390.0,264896.0,0.8999380889103649,5.45,0,"(0.85, 0.9]","(5.0, 5.5]",11
9129,5673,352,Mortgage Choice,Broker,2017-06-11,420439.0,639425.0,0.6575266841302733,3.92,1,"(0.65, 0.7]","(3.5, 4.0]",6
9130,1503,110,Lendi,Online,2022-11-19,177664.0,277540.0,0.6401383584348203,4.29,1,"(0.6, 0.65]","(4.0, 4.5]",11
9131,4685,70,Smartline,Online,2018-11-30,92947.0,140971.0,0.6593341893013457,4.43,1,"(0.65, 0.7]","(4.0, 4.5]",11
9132,1411,284,Lendi,Broker,2022-05-28,278870.0,370150.0,0.753397271376469,3.88,1,"(0.75, 0.8]","(3.5, 4.0]",5
9133,3771,126,Aussie,Online,2023-01-15,254037.0,364810.0,0.6963542666045339,4.59,0,"(0.65, 0.7]","(4.5, 5.0]",1
9134,4660,348,Lendi,Broker,2018-05-07,123985.0,176891.0,0.7009118609765336,4.73,1,"(0.7, 0.75]","(4.5, 5.0]",5
9135,4002,296,Loan Market,Online,2022-06-16,272543.0,323351.0,0.8428704410996101,4.95,0,"(0.8, 0.85]","(4.5, 5.0]",6
9136,3484,179,Smartline,Online,2019-10-30,347778.0,401101.0,0.8670584216942865,4.79,0,"(0.85, 0.9]","(4.5, 5.0]",10
9137,4563,413,Smartline,Online,2022-04-05,819087.0,919342.0,0.8909491788692347,5.19,1,"(0.85, 0.9]","(5.0, 5.5]",4
9138,599,298,Lendi,Broker,2019-04-04,177901.0,235811.0,0.7544219735296488,4.79,1,"(0.75, 0.8]","(4.5, 5.0]",4
9139,9184,374,Loan Market,Online,2018-11-10,178014.0,264178.0,0.6738411222736186,3.86,1,"(0.65, 0.7]","(3.5, 4.0]",11
9140,3042,197,Mortgage Choice,Online,2022-02-22,277787.0,362421.0,0.7664760044257921,5.05,1,"(0.75, 0.8]","(5.0, 5.5]",2
9141,8161,261,Loan Market,Online,2019-02-25,176383.0,204783.0,0.8613166131954313,5.0,1,"(0.85, 0.9]","(4.5, 5.0]",2
9142,6392,101,Lendi,Online,2022-01-08,201392.0,330544.0,0.6092744082482211,4.8,1,"(0.6, 0.65]","(4.5, 5.0]",1
9143,7288,425,Lendi,Broker,2019-09-19,535958.0,613665.0,0.873372279663986,4.81,1,"(0.85, 0.9]","(4.5, 5.0]",9
9144,67,61,Aussie,Online,2017-04-21,533932.0,799342.0,0.6679644007195918,5.22,1,"(0.65, 0.7]","(5.0, 5.5]",4
9145,8124,183,Smartline,Online,2024-11-28,98931.0,142726.0,0.6931533147429341,4.72,1,"(0.65, 0.7]","(4.5, 5.0]",11
9146,2751,412,Smartline,Online,2023-03-01,208037.0,293334.0,0.7092154336012872,5.04,0,"(0.7, 0.75]","(5.0, 5.5]",3
9147,8662,297,Mortgage Choice,Broker,2021-11-19,278980.0,319152.0,0.874128941695493,4.8,1,"(0.85, 0.9]","(4.5, 5.0]",11
9148,9917,367,Smartline,Online,2019-12-25,142943.0,218970.0,0.652797186829246,4.75,1,"(0.65, 0.7]","(4.5, 5.0]",12
9149,6807,9,Loan Market,Broker,2021-10-05,57529.0,86263.0,0.6669023799311408,4.63,1,"(0.65, 0.7]","(4.5, 5.0]",10
9150,6430,413,Smartline,Online,2020-03-30,151770.0,185237.0,0.8193287518152421,5.0,1,"(0.8, 0.85]","(4.5, 5.0]",3
9151,8124,206,Lendi,Online,2023-09-28,156898.0,178211.0,0.8804058110891022,5.3,1,"(0.85, 0.9]","(5.0, 5.5]",9
9152,1632,422,Mortgage Choice,Broker,2021-07-27,125540.0,198821.0,0.6314222340698418,4.26,1,"(0.6, 0.65]","(4.0, 4.5]",7
9153,6453,318,Lendi,Broker,2024-06-30,239485.0,316497.0,0.7566738389305427,3.97,0,"(0.75, 0.8]","(3.5, 4.0]",6
9154,775,54,Smartline,Online,2021-09-25,267285.0,305700.0,0.8743375858684985,5.43,0,"(0.85, 0.9]","(5.0, 5.5]",9
9155,6108,180,Lendi,Broker,2023-05-03,461488.0,533003.0,0.8658262711466915,4.73,1,"(0.85, 0.9]","(4.5, 5.0]",5
9156,7805,104,Loan Market,Broker,2018-07-26,556012.0,628591.0,0.8845370041887333,4.85,1,"(0.85, 0.9]","(4.5, 5.0]",7
9157,9679,126,Aussie,Broker,2017-07-24,279446.0,320969.0,0.8706323663655992,4.95,0,"(0.85, 0.9]","(4.5, 5.0]",7
9158,4020,34,Smartline,Broker,2018-08-07,237878.0,342561.0,0.694410630515441,4.48,0,"(0.65, 0.7]","(4.0, 4.5]",8
9159,930,165,Lendi,Broker,2023-01-30,274831.0,414900.0,0.6624029886719691,4.65,1,"(0.65, 0.7]","(4.5, 5.0]",1
9160,3013,433,Loan Market,Broker,2017-11-04,131078.0,150588.0,0.870441203814381,3.97,1,"(0.85, 0.9]","(3.5, 4.0]",11
9161,5025,298,Lendi,Broker,2018-03-26,538682.0,662108.0,0.8135863031408773,4.98,1,"(0.8, 0.85]","(4.5, 5.0]",3
9162,6265,270,Aussie,Broker,2017-03-03,302974.0,424597.0,0.7135566195710286,4.97,1,"(0.7, 0.75]","(4.5, 5.0]",3
9163,7974,466,Aussie,Broker,2021-01-23,240274.0,295220.0,0.8138811733622383,4.81,0,"(0.8, 0.85]","(4.5, 5.0]",1
9164,9698,289,Aussie,Broker,2018-04-20,310467.0,448550.0,0.692156950172779,4.8,0,"(0.65, 0.7]","(4.5, 5.0]",4
9165,4730,118,Lendi,Online,2021-05-15,315173.0,406988.0,0.7744036679214129,4.58,0,"(0.75, 0.8]","(4.5, 5.0]",5
9166,7962,354,Lendi,Broker,2022-11-04,365857.0,546055.0,0.6700002746976037,4.16,0,"(0.65, 0.7]","(4.0, 4.5]",11
9167,2820,92,Mortgage Choice,Broker,2022-05-14,173608.0,225898.0,0.768523847046012,4.85,1,"(0.75, 0.8]","(4.5, 5.0]",5
9168,6656,100,Lendi,Online,2019-10-28,268985.0,306728.0,0.8769496100779844,4.69,1,"(0.85, 0.9]","(4.5, 5.0]",10
9169,1185,493,Aussie,Broker,2023-06-01,297088.0,357321.0,0.8314316818770797,4.55,1,"(0.8, 0.85]","(4.5, 5.0]",6
9170,8481,496,Aussie,Broker,2022-07-26,475589.0,596859.0,0.7968196843810682,4.73,1,"(0.75, 0.8]","(4.5, 5.0]",7
9171,6344,485,Loan Market,Online,2024-08-18,80327.0,119214.0,0.6738050900062074,4.06,1,"(0.65, 0.7]","(4.0, 4.5]",8
9172,528,87,Mortgage Choice,Broker,2021-03-23,159770.0,258105.0,0.6190116425485752,4.61,0,"(0.6, 0.65]","(4.5, 5.0]",3
9173,917,234,Aussie,Online,2021-08-03,488893.0,601218.0,0.8131709296794174,4.82,1,"(0.8, 0.85]","(4.5, 5.0]",8
9174,9901,401,Lendi,Broker,2018-06-10,144181.0,186562.0,0.7728315519773588,5.31,1,"(0.75, 0.8]","(5.0, 5.5]",6
9175,3575,124,Lendi,Broker,2017-02-03,358342.0,539850.0,0.6637806798184681,3.98,0,"(0.65, 0.7]","(3.5, 4.0]",2
9176,3320,203,Lendi,Broker,2024-08-31,218134.0,247759.0,0.8804281580083871,5.05,1,"(0.85, 0.9]","(5.0, 5.5]",8
9177,1407,32,Lendi,Broker,2022-01-30,514046.0,671424.0,0.7656056381660471,4.65,1,"(0.75, 0.8]","(4.5, 5.0]",1
9178,1242,357,Lendi,Broker,2024-09-28,146472.0,189839.0,0.771559057938569,5.12,1,"(0.75, 0.8]","(5.0, 5.5]",9
9179,5207,463,Mortgage Choice,Broker,2024-05-09,600270.0,870425.0,0.6896286296923917,5.05,1,"(0.65, 0.7]","(5.0, 5.5]",5
9180,7250,452,Loan Market,Broker,2019-11-24,268244.0,310534.0,0.863815234402674,4.74,1,"(0.85, 0.9]","(4.5, 5.0]",11
9181,3134,39,Loan Market,Broker,2024-10-13,665219.0,766896.0,0.8674174855521479,4.92,0,"(0.85, 0.9]","(4.5, 5.0]",10
9182,799,94,Loan Market,Broker,2018-02-10,220693.0,270941.0,0.8145426495067192,4.59,0,"(0.8, 0.85]","(4.5, 5.0]",2
9183,1524,10,Mortgage Choice,Online,2019-11-08,220023.0,349364.0,0.629781545894826,4.74,1,"(0.6, 0.65]","(4.5, 5.0]",11
9184,7210,215,Mortgage Choice,Online,2023-10-12,307638.0,491972.0,0.6253160748985714,4.64,0,"(0.6, 0.65]","(4.5, 5.0]",10
9185,4929,408,Lendi,Broker,2017-10-20,224894.0,303577.0,0.7408136980074248,4.49,1,"(0.7, 0.75]","(4.0, 4.5]",10
9186,2889,100,Lendi,Broker,2022-04-11,135051.0,210153.0,0.6426317968337354,3.98,1,"(0.6, 0.65]","(3.5, 4.0]",4
9187,2691,244,Aussie,Broker,2024-03-12,153967.0,220086.0,0.6995765291749588,4.34,1,"(0.65, 0.7]","(4.0, 4.5]",3
9188,4092,58,Lendi,Online,2022-09-27,147350.0,226204.0,0.6514031582111722,5.07,0,"(0.65, 0.7]","(5.0, 5.5]",9
9189,7283,453,Aussie,Broker,2022-03-07,687049.0,991363.0,0.6930347410585225,4.3,1,"(0.65, 0.7]","(4.0, 4.5]",3
9190,9434,357,Lendi,Broker,2022-11-02,242172.0,274300.0,0.8828727670433831,4.74,1,"(0.85, 0.9]","(4.5, 5.0]",11
9191,6250,491,Aussie,Broker,2018-08-30,194792.0,235823.0,0.8260093375116083,4.52,1,"(0.8, 0.85]","(4.5, 5.0]",8
9192,691,320,Aussie,Broker,2023-06-14,123839.0,193048.0,0.6414933073639717,4.61,0,"(0.6, 0.65]","(4.5, 5.0]",6
9193,8720,19,Aussie,Online,2023-04-19,230115.0,287401.0,0.800675710940463,4.43,1,"(0.8, 0.85]","(4.0, 4.5]",4
9194,1496,357,Lendi,Broker,2021-02-13,159396.0,261668.0,0.6091535839307826,4.66,0,"(0.6, 0.65]","(4.5, 5.0]",2
9195,893,117,Mortgage Choice,Broker,2017-06-29,665876.0,743923.0,0.8950872603750657,5.07,1,"(0.85, 0.9]","(5.0, 5.5]",6
9196,8579,136,Aussie,Broker,2020-08-26,217758.0,286709.0,0.7595087702164913,4.73,1,"(0.75, 0.8]","(4.5, 5.0]",8
9197,9442,327,Loan Market,Broker,2023-10-10,572281.0,761393.0,0.7516236687229854,4.98,1,"(0.75, 0.8]","(4.5, 5.0]",10
9198,5874,296,Loan Market,Broker,2022-08-10,159531.0,237362.0,0.6720999991574051,4.39,1,"(0.65, 0.7]","(4.0, 4.5]",8
9199,4504,13,Mortgage Choice,Online,2022-09-18,477967.0,648222.0,0.737350784144938,5.17,1,"(0.7, 0.75]","(5.0, 5.5]",9
9200,898,101,Lendi,Broker,2019-03-27,357876.0,472212.0,0.7578714645117024,4.6,1,"(0.75, 0.8]","(4.5, 5.0]",3
9201,711,380,Aussie,Online,2024-04-26,291352.0,365350.0,0.7974599698918845,4.3,1,"(0.75, 0.8]","(4.0, 4.5]",4
9202,3696,155,Smartline,Online,2018-01-11,134404.0,218980.0,0.6137729473011234,4.29,1,"(0.6, 0.65]","(4.0, 4.5]",1
9203,2687,82,Loan Market,Broker,2022-05-07,128787.0,183287.0,0.7026521248097246,4.06,1,"(0.7, 0.75]","(4.0, 4.5]",5
9204,7189,88,Loan Market,Broker,2022-09-20,130023.0,181571.0,0.7161000380016632,5.05,1,"(0.7, 0.75]","(5.0, 5.5]",9
9205,5779,105,Smartline,Broker,2021-08-21,309925.0,480694.0,0.6447448896803372,4.51,1,"(0.6, 0.65]","(4.5, 5.0]",8
9206,7769,130,Loan Market,Broker,2021-10-08,286372.0,426190.0,0.6719350524413994,4.24,1,"(0.65, 0.7]","(4.0, 4.5]",10
9207,5014,272,Mortgage Choice,Broker,2022-09-26,485540.0,723604.0,0.6710023714628444,4.76,1,"(0.65, 0.7]","(4.5, 5.0]",9
9208,4513,14,Lendi,Online,2017-07-04,218128.0,258718.0,0.8431110320889926,4.91,0,"(0.8, 0.85]","(4.5, 5.0]",7
9209,416,128,Mortgage Choice,Broker,2017-03-13,92949.0,115298.0,0.8061631598119655,4.72,1,"(0.8, 0.85]","(4.5, 5.0]",3
9210,9664,401,Lendi,Broker,2024-03-01,299396.0,341455.0,0.8768241788815511,4.6,0,"(0.85, 0.9]","(4.5, 5.0]",3
9211,4181,60,Aussie,Broker,2021-11-10,365420.0,527326.0,0.692967917379382,4.49,1,"(0.65, 0.7]","(4.0, 4.5]",11
9212,4263,454,Smartline,Online,2018-07-28,294206.0,340320.0,0.8644981194170193,4.27,1,"(0.85, 0.9]","(4.0, 4.5]",7
9213,2516,227,Smartline,Broker,2023-07-18,407685.0,474527.0,0.8591397328286905,5.48,1,"(0.85, 0.9]","(5.0, 5.5]",7
9214,9288,17,Aussie,Online,2018-07-23,356755.0,485786.0,0.7343871581313582,4.02,1,"(0.7, 0.75]","(4.0, 4.5]",7
9215,9002,45,Aussie,Broker,2019-08-22,272651.0,345601.0,0.7889184348424918,5.04,1,"(0.75, 0.8]","(5.0, 5.5]",8
9216,5641,38,Lendi,Online,2020-06-20,372070.0,477389.0,0.7793853649748946,4.41,1,"(0.75, 0.8]","(4.0, 4.5]",6
9217,6617,124,Lendi,Broker,2023-07-04,456395.0,659199.0,0.6923478342655253,4.5,1,"(0.65, 0.7]","(4.0, 4.5]",7
9218,993,360,Loan Market,Online,2022-07-11,106043.0,156262.0,0.6786230817473218,4.85,1,"(0.65, 0.7]","(4.5, 5.0]",7
9219,9474,64,Aussie,Online,2022-06-29,175982.0,270456.0,0.6506862484100926,4.89,0,"(0.65, 0.7]","(4.5, 5.0]",6
9220,4371,377,Mortgage Choice,Online,2017-06-02,180905.0,212504.0,0.851301622557693,5.7,1,"(0.85, 0.9]","(5.5, 6.5]",6
9221,1774,253,Mortgage Choice,Online,2020-07-02,173978.0,228901.0,0.7600578415996435,5.18,1,"(0.75, 0.8]","(5.0, 5.5]",7
9222,3562,262,Smartline,Broker,2018-12-30,199558.0,284469.0,0.7015105336609613,4.33,0,"(0.7, 0.75]","(4.0, 4.5]",12
9223,3817,444,Aussie,Online,2020-12-18,281571.0,373934.0,0.752996518102125,4.41,1,"(0.75, 0.8]","(4.0, 4.5]",12
9224,6634,112,Lendi,Broker,2023-03-30,159322.0,255252.0,0.624175324777083,4.58,1,"(0.6, 0.65]","(4.5, 5.0]",3
9225,1757,102,Loan Market,Broker,2021-04-02,315250.0,498975.0,0.6317951801192444,4.45,1,"(0.6, 0.65]","(4.0, 4.5]",4
9226,2374,49,Loan Market,Online,2017-06-25,217758.0,263054.0,0.8278072182897808,4.74,1,"(0.8, 0.85]","(4.5, 5.0]",6
9227,2577,277,Mortgage Choice,Online,2024-02-12,590869.0,678868.0,0.8703739165787753,4.46,1,"(0.85, 0.9]","(4.0, 4.5]",2
9228,9084,227,Smartline,Broker,2022-08-08,194800.0,279853.0,0.6960797275712606,4.63,1,"(0.65, 0.7]","(4.5, 5.0]",8
9229,4185,23,Aussie,Broker,2022-12-31,219451.0,303633.0,0.7227508208923272,4.47,1,"(0.7, 0.75]","(4.0, 4.5]",12
9230,8900,332,Mortgage Choice,Broker,2022-08-27,168900.0,237180.0,0.7121173792056665,5.02,1,"(0.7, 0.75]","(5.0, 5.5]",8
9231,2398,185,Aussie,Broker,2017-09-06,326027.0,438378.0,0.7437120475936292,5.23,1,"(0.7, 0.75]","(5.0, 5.5]",9
9232,5970,64,Aussie,Broker,2019-03-12,117897.0,162797.0,0.7241963918254022,4.1,1,"(0.7, 0.75]","(4.0, 4.5]",3
9233,4536,157,Loan Market,Broker,2019-09-27,425195.0,593954.0,0.7158719362105483,4.54,0,"(0.7, 0.75]","(4.5, 5.0]",9
9234,6884,283,Aussie,Broker,2023-01-03,219820.0,275469.0,0.7979845282046256,4.66,1,"(0.75, 0.8]","(4.5, 5.0]",1
9235,8128,390,Mortgage Choice,Broker,2019-07-15,266601.0,391121.0,0.6816330496189159,4.57,1,"(0.65, 0.7]","(4.5, 5.0]",7
9236,9169,149,Lendi,Online,2024-08-06,260480.0,295065.0,0.8827885381187196,4.81,0,"(0.85, 0.9]","(4.5, 5.0]",8
9237,735,327,Loan Market,Broker,2023-01-22,179691.0,259465.0,0.6925442737941534,4.83,1,"(0.65, 0.7]","(4.5, 5.0]",1
9238,633,363,Aussie,Online,2020-02-09,458182.0,689645.0,0.6643736995120678,4.26,1,"(0.65, 0.7]","(4.0, 4.5]",2
9239,4269,169,Lendi,Broker,2018-10-09,448052.0,502542.0,0.8915712517560721,5.34,1,"(0.85, 0.9]","(5.0, 5.5]",10
9240,4100,464,Loan Market,Broker,2024-06-08,525118.0,785350.0,0.6686420067485834,4.39,0,"(0.65, 0.7]","(4.0, 4.5]",6
9241,2902,133,Lendi,Broker,2017-12-20,502741.0,660630.0,0.761002376519383,4.93,1,"(0.75, 0.8]","(4.5, 5.0]",12
9242,1664,399,Mortgage Choice,Broker,2020-07-21,772877.0,1106203.0,0.6986755595491967,4.06,0,"(0.65, 0.7]","(4.0, 4.5]",7
9243,5592,405,Aussie,Online,2019-08-01,175252.0,281194.0,0.6232423166923903,4.32,1,"(0.6, 0.65]","(4.0, 4.5]",8
9244,3873,314,Smartline,Broker,2020-07-26,751421.0,848226.0,0.88587357614598,5.18,1,"(0.85, 0.9]","(5.0, 5.5]",7
9245,1055,132,Lendi,Online,2018-06-10,674605.0,947108.0,0.7122788530980627,4.64,0,"(0.7, 0.75]","(4.5, 5.0]",6
9246,8573,197,Mortgage Choice,Online,2021-04-08,155780.0,196333.0,0.7934478666347481,4.27,1,"(0.75, 0.8]","(4.0, 4.5]",4
9247,3083,135,Smartline,Broker,2018-05-25,140180.0,163251.0,0.858677741637111,4.99,0,"(0.85, 0.9]","(4.5, 5.0]",5
9248,8008,35,Smartline,Broker,2021-03-18,326942.0,426876.0,0.7658945454886197,3.56,1,"(0.75, 0.8]","(3.5, 4.0]",3
9249,9785,420,Mortgage Choice,Broker,2017-06-27,264877.0,325459.0,0.8138567377150424,4.1,1,"(0.8, 0.85]","(4.0, 4.5]",6
9250,4262,377,Mortgage Choice,Broker,2023-07-05,87908.0,105231.0,0.8353812089593371,4.77,1,"(0.8, 0.85]","(4.5, 5.0]",7
9251,2390,399,Mortgage Choice,Broker,2019-03-12,251791.0,352420.0,0.7144628568185688,4.1,1,"(0.7, 0.75]","(4.0, 4.5]",3
9252,3554,220,Mortgage Choice,Online,2024-06-28,495246.0,627980.0,0.7886333959680245,4.75,1,"(0.75, 0.8]","(4.5, 5.0]",6
9253,5139,386,Mortgage Choice,Broker,2020-11-20,149566.0,226003.0,0.6617876753848401,3.85,1,"(0.65, 0.7]","(3.5, 4.0]",11
9254,9400,376,Aussie,Online,2019-07-27,152199.0,246836.0,0.6165996856212221,5.16,0,"(0.6, 0.65]","(5.0, 5.5]",7
9255,545,185,Aussie,Broker,2022-07-14,122792.0,137042.0,0.8960172793742065,4.67,1,"(0.85, 0.9]","(4.5, 5.0]",7
9256,3664,5,Lendi,Online,2024-08-14,119742.0,190738.0,0.6277826127987082,4.88,0,"(0.6, 0.65]","(4.5, 5.0]",8
9257,2240,71,Mortgage Choice,Online,2023-06-03,247497.0,339681.0,0.7286159661564822,4.64,1,"(0.7, 0.75]","(4.5, 5.0]",6
9258,3774,342,Aussie,Broker,2022-05-29,323571.0,521703.0,0.6202207002834946,4.38,1,"(0.6, 0.65]","(4.0, 4.5]",5
9259,2628,241,Smartline,Broker,2021-02-27,269374.0,307221.0,0.8768085514987582,4.82,0,"(0.85, 0.9]","(4.5, 5.0]",2
9260,6619,351,Loan Market,Broker,2024-04-23,438053.0,692293.0,0.6327566507244765,4.77,0,"(0.6, 0.65]","(4.5, 5.0]",4
9261,6781,416,Aussie,Online,2020-06-12,499087.0,597028.0,0.8359524176420536,5.11,1,"(0.8, 0.85]","(5.0, 5.5]",6
9262,8016,456,Aussie,Online,2020-05-27,146182.0,179425.0,0.8147248153824718,4.77,1,"(0.8, 0.85]","(4.5, 5.0]",5
9263,3131,297,Mortgage Choice,Broker,2020-05-25,401469.0,654378.0,0.6135123735822414,4.41,1,"(0.6, 0.65]","(4.0, 4.5]",5
9264,97,426,Loan Market,Broker,2024-07-16,273565.0,335095.0,0.81638042943046,5.34,1,"(0.8, 0.85]","(5.0, 5.5]",7
9265,3859,331,Aussie,Broker,2021-08-26,245956.0,276109.0,0.8907931288005824,4.97,1,"(0.85, 0.9]","(4.5, 5.0]",8
9266,2709,193,Smartline,Broker,2024-04-29,241589.0,319435.0,0.7563009688982109,4.65,1,"(0.75, 0.8]","(4.5, 5.0]",4
9267,5398,495,Aussie,Broker,2022-02-07,533021.0,776036.0,0.686850867743249,4.1,0,"(0.65, 0.7]","(4.0, 4.5]",2
9268,6153,168,Lendi,Broker,2024-06-13,364287.0,477133.0,0.7634915212320255,4.73,1,"(0.75, 0.8]","(4.5, 5.0]",6
9269,457,339,Aussie,Broker,2018-02-24,258443.0,406163.0,0.6363036514896728,4.42,1,"(0.6, 0.65]","(4.0, 4.5]",2
9270,5915,236,Mortgage Choice,Online,2018-10-15,286983.0,323621.0,0.8867873222071497,5.4,1,"(0.85, 0.9]","(5.0, 5.5]",10
9271,4369,294,Aussie,Broker,2024-11-11,175764.0,247694.0,0.7096013629720542,4.75,1,"(0.7, 0.75]","(4.5, 5.0]",11
