customer_id,age,income,employment_type,dependents,state,credit_score_band
5556,23,77841.0,Part-time,1,NSW,Medium
5557,22,33720.0,Full-time,1,NSW,Low
5558,57,47686.0,Part-time,1,VIC,Low
5559,45,154350.0,Part-time,0,VIC,Excellent
5560,48,70455.0,Part-time,0,SA,Medium
5561,23,36199.0,Self-employed,3,WA,Low
5562,52,54398.0,Full-time,0,VIC,Low
5563,35,24556.0,Contract,1,VIC,Low
5564,23,23653.0,Self-employed,2,NSW,Low
5565,50,97845.0,Self-employed,1,VIC,Medium
5566,36,59740.0,Full-time,1,QLD,Low
5567,33,77609.0,Part-time,2,VIC,Medium
5568,58,106824.0,Self-employed,1,NSW,Good
5569,49,70950.0,Self-employed,1,VIC,Medium
5570,41,86383.0,Contract,0,VIC,Medium
5571,60,68095.0,Contract,1,VIC,Medium
5572,45,113914.0,Full-time,0,QLD,Good
5573,42,145324.0,Self-employed,0,NSW,Good
5574,31,66157.0,Full-time,1,VIC,Medium
5575,35,64784.0,Full-time,0,SA,Medium
5576,58,70269.0,Full-time,2,QLD,Medium
5577,39,56797.0,Self-employed,0,VIC,Low
5578,45,49014.0,Contract,2,VIC,Low
5579,35,101131.0,Full-time,0,VIC,Good
5580,55,49047.0,Full-time,2,NSW,Low
5581,33,47653.0,Contract,0,NSW,Low
5582,43,93825.0,Part-time,0,WA,Medium
5583,27,97495.0,Full-time,2,VIC,Medium
5584,57,192285.0,Full-time,2,VIC,Excellent
5585,57,110176.0,Part-time,2,NSW,Good
5586,43,90537.0,Contract,0,VIC,Medium
5587,35,97311.0,Full-time,1,WA,Medium
5588,37,55607.0,Full-time,1,NSW,Low
5589,57,79309.0,Full-time,1,NSW,Medium
5590,46,81212.0,Full-time,1,NSW,Medium
5591,53,45659.0,Part-time,1,NSW,Low
5592,54,58427.0,Contract,2,VIC,Low
5593,57,96394.0,Self-employed,2,QLD,Medium
5594,41,59323.0,Contract,2,QLD,Low
5595,39,81291.0,Contract,1,VIC,Medium
5596,59,93751.0,Full-time,1,VIC,Medium
5597,24,91589.0,Full-time,0,NSW,Medium
5598,44,142248.0,Part-time,1,WA,Good
5599,53,44773.0,Full-time,1,VIC,Low
5600,37,136116.0,Part-time,0,NSW,Good
5601,26,75897.0,Full-time,2,NSW,Medium
5602,25,90855.0,Part-time,2,VIC,Medium
5603,42,84836.0,Part-time,2,NSW,Medium
5604,61,82717.0,Full-time,0,WA,Medium
5605,35,43535.0,Part-time,1,VIC,Low
5606,60,89201.0,Full-time,2,SA,Medium
5607,52,29161.0,Full-time,0,QLD,Low
5608,35,170695.0,Part-time,2,QLD,Excellent
5609,27,72469.0,Full-time,3,VIC,Medium
5610,33,106936.0,Self-employed,1,NSW,Good
5611,37,84197.0,Full-time,3,QLD,Medium
5612,38,60979.0,Part-time,1,VIC,Medium
5613,44,45690.0,Part-time,0,SA,Low
5614,35,41557.0,Full-time,0,NSW,Low
5615,28,88405.0,Full-time,1,VIC,Medium
5616,53,86120.0,Part-time,0,WA,Medium
5617,36,79160.0,Full-time,1,VIC,Medium
5618,65,56450.0,Full-time,0,SA,Low
5619,38,73616.0,Part-time,3,NSW,Medium
5620,62,48464.0,Full-time,0,VIC,Low
5621,65,42599.0,Part-time,1,QLD,Low
5622,55,52122.0,Self-employed,1,NSW,Low
5623,26,53281.0,Full-time,2,NSW,Low
5624,48,124505.0,Full-time,1,NSW,Good
5625,44,30257.0,Full-time,2,NSW,Low
5626,61,58893.0,Part-time,1,NSW,Low
5627,35,82139.0,Full-time,0,NSW,Medium
5628,36,161582.0,Full-time,1,VIC,Excellent
5629,64,44191.0,Full-time,1,NSW,Low
5630,54,34271.0,Full-time,1,SA,Low
5631,52,85948.0,Part-time,1,QLD,Medium
5632,56,65019.0,Full-time,0,NSW,Medium
5633,38,53616.0,Full-time,0,QLD,Low
5634,49,74519.0,Full-time,0,QLD,Medium
5635,40,92127.0,Full-time,2,NSW,Medium
5636,44,86554.0,Full-time,2,WA,Medium
5637,53,69624.0,Full-time,0,VIC,Medium
5638,61,115659.0,Full-time,0,QLD,Good
5639,34,66085.0,Self-employed,0,QLD,Medium
5640,41,61179.0,Full-time,2,QLD,Medium
5641,56,85558.0,Self-employed,0,NSW,Medium
5642,26,31880.0,Full-time,1,NSW,Low
5643,30,81461.0,Part-time,0,VIC,Medium
5644,50,51451.0,Full-time,1,NSW,Low
5645,27,30792.0,Contract,0,VIC,Low
5646,46,74057.0,Self-employed,0,VIC,Medium
5647,52,47613.0,Full-time,1,NSW,Low
5648,43,26709.0,Full-time,1,NSW,Low
5649,23,38732.0,Part-time,2,NSW,Low
5650,26,139361.0,Contract,0,VIC,Good
5651,48,45327.0,Full-time,1,VIC,Low
5652,46,70367.0,Full-time,0,VIC,Medium
5653,29,34820.0,Full-time,1,NSW,Low
5654,22,171179.0,Full-time,0,QLD,Excellent
5655,41,61986.0,Full-time,0,QLD,Medium
5656,65,42530.0,Full-time,0,VIC,Low
5657,44,93204.0,Full-time,0,NSW,Medium
5658,53,166892.0,Full-time,1,QLD,Excellent
5659,32,48819.0,Part-time,1,WA,Low
5660,60,42107.0,Part-time,1,NSW,Low
5661,45,188637.0,Full-time,0,VIC,Excellent
5662,32,56312.0,Self-employed,0,VIC,Low
5663,50,53194.0,Full-time,0,NSW,Low
5664,47,20492.0,Full-time,0,QLD,Low
5665,37,58875.0,Self-employed,0,NSW,Low
5666,56,30395.0,Self-employed,0,QLD,Low
5667,41,45250.0,Self-employed,2,NSW,Low
5668,24,21870.0,Full-time,1,VIC,Low
5669,22,111032.0,Full-time,1,NSW,Good
5670,22,28759.0,Part-time,1,VIC,Low
5671,38,22689.0,Full-time,3,NSW,Low
5672,23,38021.0,Full-time,0,VIC,Low
5673,50,111711.0,Part-time,0,NSW,Good
5674,41,47930.0,Full-time,3,NSW,Low
5675,27,51245.0,Full-time,2,NSW,Low
5676,29,76056.0,Full-time,2,QLD,Medium
5677,50,55502.0,Full-time,1,QLD,Low
5678,54,111188.0,Full-time,1,NSW,Good
5679,24,53113.0,Full-time,1,VIC,Low
5680,56,53550.0,Full-time,1,QLD,Low
5681,26,185739.0,Self-employed,0,WA,Excellent
5682,48,61549.0,Full-time,2,NSW,Medium
5683,65,67190.0,Self-employed,2,VIC,Medium
5684,33,53895.0,Full-time,1,VIC,Low
5685,41,17781.0,Full-time,0,NSW,Low
5686,41,92636.0,Full-time,1,NSW,Medium
5687,30,137347.0,Full-time,0,QLD,Good
5688,60,112180.0,Full-time,3,VIC,Good
5689,25,45295.0,Full-time,1,NSW,Low
5690,40,54907.0,Part-time,0,VIC,Low
5691,59,71296.0,Full-time,1,NSW,Medium
5692,48,70050.0,Part-time,2,QLD,Medium
5693,64,84161.0,Part-time,0,WA,Medium
5694,34,66273.0,Full-time,0,VIC,Medium
5695,34,49978.0,Self-employed,1,VIC,Low
5696,43,64118.0,Self-employed,2,VIC,Medium
5697,49,98656.0,Contract,0,QLD,Medium
5698,43,257336.0,Full-time,1,NSW,Excellent
5699,64,46655.0,Self-employed,0,VIC,Low
5700,40,67044.0,Self-employed,0,WA,Medium
5701,29,49929.0,Part-time,0,QLD,Low
5702,29,69827.0,Full-time,0,NSW,Medium
5703,63,97521.0,Contract,2,WA,Medium
5704,47,53957.0,Contract,3,NSW,Low
5705,47,21525.0,Part-time,0,QLD,Low
5706,44,100136.0,Full-time,0,SA,Good
5707,64,63909.0,Self-employed,3,VIC,Medium
5708,34,50462.0,Full-time,0,QLD,Low
5709,49,45132.0,Full-time,0,QLD,Low
5710,30,69955.0,Contract,0,WA,Medium
5711,41,42280.0,Self-employed,2,SA,Low
5712,40,44824.0,Contract,0,NSW,Low
5713,60,32070.0,Part-time,1,NSW,Low
5714,33,42566.0,Full-time,1,VIC,Low
5715,36,82079.0,Contract,0,SA,Medium
5716,52,30014.0,Full-time,0,VIC,Low
5717,35,106514.0,Self-employed,2,WA,Good
5718,32,33207.0,Part-time,2,QLD,Low
5719,47,64535.0,Full-time,1,VIC,Medium
5720,63,76304.0,Full-time,0,VIC,Medium
5721,48,90429.0,Full-time,0,VIC,Medium
5722,32,90440.0,Full-time,1,NSW,Medium
5723,59,57411.0,Full-time,0,WA,Low
5724,55,54952.0,Full-time,2,NSW,Low
5725,64,80682.0,Part-time,0,WA,Medium
5726,40,68804.0,Self-employed,1,VIC,Medium
5727,27,50367.0,Full-time,0,NSW,Low
5728,59,72077.0,Part-time,1,NSW,Medium
5729,63,55074.0,Full-time,1,WA,Low
5730,49,44344.0,Full-time,0,NSW,Low
5731,22,49555.0,Full-time,0,QLD,Low
5732,56,76360.0,Part-time,1,NSW,Medium
5733,61,37645.0,Full-time,2,VIC,Low
5734,29,104106.0,Full-time,1,NSW,Good
5735,28,45314.0,Full-time,0,NSW,Low
5736,32,19342.0,Contract,2,NSW,Low
5737,60,78926.0,Contract,0,VIC,Medium
5738,25,15510.0,Full-time,0,VIC,Low
5739,46,36100.0,Full-time,0,VIC,Low
5740,33,201034.0,Contract,0,NSW,Excellent
5741,47,101722.0,Full-time,0,NSW,Good
5742,59,97605.0,Full-time,2,QLD,Medium
5743,33,34221.0,Full-time,0,NSW,Low
5744,64,54540.0,Contract,1,VIC,Low
5745,58,111381.0,Self-employed,0,QLD,Good
5746,45,82439.0,Full-time,1,VIC,Medium
5747,37,105654.0,Full-time,0,NSW,Good
5748,34,145913.0,Contract,0,VIC,Good
5749,46,83288.0,Full-time,0,QLD,Medium
5750,25,32359.0,Part-time,0,VIC,Low
5751,32,80756.0,Full-time,0,VIC,Medium
5752,53,53222.0,Self-employed,1,NSW,Low
5753,28,31400.0,Full-time,0,NSW,Low
5754,32,93646.0,Self-employed,0,SA,Medium
5755,49,109211.0,Full-time,0,QLD,Good
5756,62,57128.0,Full-time,1,NSW,Low
5757,44,70280.0,Full-time,1,NSW,Medium
5758,44,21241.0,Self-employed,1,NSW,Low
5759,49,105018.0,Full-time,3,SA,Good
5760,64,89021.0,Full-time,2,VIC,Medium
5761,47,67854.0,Part-time,0,WA,Medium
5762,46,32009.0,Part-time,0,VIC,Low
5763,50,26313.0,Self-employed,2,QLD,Low
5764,40,164932.0,Full-time,0,NSW,Excellent
5765,54,36323.0,Full-time,1,VIC,Low
5766,57,64029.0,Part-time,3,VIC,Medium
5767,35,36888.0,Full-time,1,SA,Low
5768,35,19064.0,Contract,0,NSW,Low
5769,56,74907.0,Full-time,1,VIC,Medium
5770,51,80978.0,Full-time,0,QLD,Medium
5771,49,25993.0,Full-time,2,WA,Low
5772,38,104208.0,Full-time,0,WA,Good
5773,24,46014.0,Full-time,1,VIC,Low
5774,37,34846.0,Full-time,1,SA,Low
5775,51,33722.0,Self-employed,0,QLD,Low
5776,50,92560.0,Full-time,0,WA,Medium
5777,36,22883.0,Full-time,0,WA,Low
5778,46,32174.0,Full-time,1,NSW,Low
5779,59,74295.0,Part-time,2,VIC,Medium
5780,63,69518.0,Full-time,0,VIC,Medium
5781,59,35919.0,Full-time,0,QLD,Low
5782,44,113911.0,Part-time,1,VIC,Good
5783,46,34319.0,Full-time,0,NSW,Low
5784,63,53945.0,Self-employed,1,QLD,Low
5785,28,50490.0,Part-time,0,VIC,Low
5786,43,50588.0,Contract,1,WA,Low
5787,38,54303.0,Full-time,0,QLD,Low
5788,39,53498.0,Full-time,0,NSW,Low
5789,62,53170.0,Full-time,1,SA,Low
5790,31,54668.0,Full-time,0,VIC,Low
5791,31,103020.0,Full-time,2,VIC,Good
5792,28,53305.0,Part-time,2,WA,Low
5793,59,84624.0,Full-time,0,QLD,Medium
5794,48,64496.0,Full-time,2,VIC,Medium
5795,54,71906.0,Full-time,0,NSW,Medium
5796,22,88341.0,Part-time,2,SA,Medium
5797,65,33856.0,Full-time,0,NSW,Low
5798,55,81937.0,Full-time,0,NSW,Medium
5799,25,53848.0,Contract,2,QLD,Low
5800,38,37030.0,Self-employed,3,VIC,Low
5801,25,88247.0,Full-time,1,NSW,Medium
5802,64,48402.0,Full-time,1,NSW,Low
5803,47,72312.0,Full-time,2,SA,Medium
5804,25,15425.0,Self-employed,1,VIC,Low
5805,22,86081.0,Self-employed,0,VIC,Medium
5806,28,218610.0,Full-time,0,WA,Excellent
5807,51,59645.0,Self-employed,2,VIC,Low
5808,30,52482.0,Full-time,2,NSW,Low
5809,56,47541.0,Self-employed,2,NSW,Low
5810,29,79047.0,Full-time,0,QLD,Medium
5811,45,51428.0,Full-time,1,VIC,Low
5812,40,82767.0,Self-employed,0,NSW,Medium
5813,57,141666.0,Full-time,1,VIC,Good
5814,64,91173.0,Contract,1,NSW,Medium
5815,48,54867.0,Full-time,0,SA,Low
5816,53,34278.0,Full-time,1,NSW,Low
5817,35,48820.0,Self-employed,0,QLD,Low
5818,39,55252.0,Full-time,0,QLD,Low
5819,49,30968.0,Full-time,0,QLD,Low
5820,50,103101.0,Full-time,2,VIC,Good
5821,37,79582.0,Contract,0,NSW,Medium
5822,56,35444.0,Self-employed,0,SA,Low
5823,52,24597.0,Full-time,0,NSW,Low
5824,25,85727.0,Full-time,1,QLD,Medium
5825,58,26326.0,Full-time,0,NSW,Low
5826,38,62440.0,Full-time,2,NSW,Medium
5827,60,48788.0,Contract,2,VIC,Low
5828,47,89321.0,Part-time,1,VIC,Medium
5829,60,89840.0,Full-time,1,SA,Medium
5830,62,39710.0,Full-time,1,WA,Low
5831,25,93338.0,Contract,0,WA,Medium
5832,51,51806.0,Full-time,0,QLD,Low
5833,51,60445.0,Contract,1,NSW,Medium
5834,43,61067.0,Full-time,2,VIC,Medium
5835,32,184256.0,Self-employed,2,QLD,Excellent
5836,23,56404.0,Part-time,2,NSW,Low
5837,65,25953.0,Part-time,3,WA,Low
5838,33,41883.0,Part-time,0,QLD,Low
5839,51,86597.0,Full-time,0,QLD,Medium
5840,57,51946.0,Full-time,0,QLD,Low
5841,39,60324.0,Contract,1,WA,Medium
5842,47,48244.0,Full-time,0,NSW,Low
5843,28,14643.0,Contract,2,VIC,Low
5844,22,40579.0,Part-time,1,VIC,Low
5845,47,57604.0,Full-time,1,VIC,Low
5846,44,24717.0,Contract,0,SA,Low
5847,47,33209.0,Self-employed,0,NSW,Low
5848,27,50514.0,Full-time,0,WA,Low
5849,27,50734.0,Full-time,3,VIC,Low
5850,65,72927.0,Self-employed,0,VIC,Medium
5851,29,52134.0,Self-employed,1,NSW,Low
5852,45,71598.0,Self-employed,3,QLD,Medium
5853,43,42192.0,Self-employed,0,QLD,Low
5854,40,66555.0,Full-time,0,NSW,Medium
5855,58,124936.0,Self-employed,1,QLD,Good
5856,39,69181.0,Full-time,1,NSW,Medium
5857,52,53236.0,Full-time,2,QLD,Low
5858,58,37370.0,Full-time,0,VIC,Low
5859,51,62535.0,Full-time,0,QLD,Medium
5860,63,53691.0,Full-time,0,NSW,Low
5861,54,79300.0,Full-time,1,NSW,Medium
5862,31,24078.0,Full-time,0,WA,Low
5863,58,54499.0,Full-time,1,VIC,Low
5864,33,73839.0,Part-time,1,WA,Medium
5865,51,63876.0,Full-time,1,NSW,Medium
5866,48,50703.0,Full-time,0,QLD,Low
5867,60,50354.0,Self-employed,1,NSW,Low
5868,30,34564.0,Full-time,2,VIC,Low
5869,42,72362.0,Full-time,0,SA,Medium
5870,33,74046.0,Contract,0,NSW,Medium
5871,50,29538.0,Full-time,1,VIC,Low
5872,54,87756.0,Full-time,1,VIC,Medium
5873,64,43161.0,Part-time,0,WA,Low
5874,36,49613.0,Self-employed,1,NSW,Low
5875,23,151289.0,Self-employed,0,QLD,Excellent
5876,60,133380.0,Full-time,0,QLD,Good
5877,65,29048.0,Self-employed,0,NSW,Low
5878,39,31587.0,Self-employed,2,NSW,Low
5879,24,35401.0,Full-time,2,NSW,Low
5880,28,132338.0,Full-time,0,QLD,Good
5881,64,44196.0,Self-employed,0,VIC,Low
5882,39,28650.0,Full-time,0,NSW,Low
5883,65,110882.0,Full-time,0,VIC,Good
5884,59,80577.0,Full-time,2,VIC,Medium
5885,58,184512.0,Full-time,0,NSW,Excellent
5886,54,80496.0,Full-time,0,SA,Medium
5887,65,58927.0,Full-time,0,WA,Low
5888,52,67938.0,Full-time,0,NSW,Medium
5889,32,47739.0,Contract,1,SA,Low
5890,25,115007.0,Full-time,1,WA,Good
5891,39,118082.0,Full-time,0,NSW,Good
5892,25,27134.0,Contract,0,NSW,Low
5893,55,95919.0,Self-employed,1,QLD,Medium
5894,50,35048.0,Full-time,2,SA,Low
5895,45,200159.0,Full-time,0,QLD,Excellent
5896,43,127838.0,Part-time,0,NSW,Good
5897,23,33894.0,Contract,0,NSW,Low
5898,65,67474.0,Full-time,0,VIC,Medium
5899,27,98375.0,Full-time,0,NSW,Medium
5900,63,43834.0,Self-employed,0,NSW,Low
5901,46,30237.0,Full-time,0,QLD,Low
5902,42,63000.0,Self-employed,0,VIC,Medium
5903,37,55288.0,Part-time,0,VIC,Low
5904,52,37906.0,Full-time,1,WA,Low
5905,35,111084.0,Full-time,1,NSW,Good
5906,60,31430.0,Part-time,0,VIC,Low
5907,49,56731.0,Self-employed,1,VIC,Low
5908,53,65573.0,Self-employed,1,NSW,Medium
5909,49,69877.0,Self-employed,3,QLD,Medium
5910,30,105381.0,Full-time,2,WA,Good
5911,43,53103.0,Part-time,1,VIC,Low
5912,53,16290.0,Full-time,2,QLD,Low
5913,26,49346.0,Part-time,1,NSW,Low
5914,44,86063.0,Full-time,0,NSW,Medium
5915,26,55711.0,Self-employed,0,VIC,Low
5916,63,55917.0,Part-time,0,WA,Low
5917,53,77894.0,Part-time,0,VIC,Medium
5918,31,83202.0,Self-employed,0,VIC,Medium
5919,60,24509.0,Full-time,0,VIC,Low
5920,36,59317.0,Full-time,3,NSW,Low
5921,28,54306.0,Full-time,0,QLD,Low
5922,50,62166.0,Contract,1,NSW,Medium
5923,24,22362.0,Full-time,2,VIC,Low
5924,40,116023.0,Full-time,1,QLD,Good
5925,31,60076.0,Contract,1,VIC,Medium
5926,49,74050.0,Self-employed,1,WA,Medium
5927,50,144783.0,Self-employed,0,NSW,Good
5928,36,74409.0,Full-time,0,NSW,Medium
5929,56,27724.0,Self-employed,2,VIC,Low
5930,27,57341.0,Full-time,0,SA,Low
5931,33,83905.0,Part-time,2,VIC,Medium
5932,59,61594.0,Full-time,0,WA,Medium
5933,34,140563.0,Self-employed,1,QLD,Good
5934,50,39027.0,Full-time,1,QLD,Low
5935,40,111587.0,Full-time,3,SA,Good
5936,24,91084.0,Part-time,0,VIC,Medium
5937,29,62591.0,Full-time,3,QLD,Medium
5938,29,70662.0,Full-time,0,VIC,Medium
5939,41,36723.0,Full-time,1,QLD,Low
5940,25,51348.0,Self-employed,1,NSW,Low
5941,42,79902.0,Full-time,0,QLD,Medium
5942,24,55572.0,Self-employed,1,QLD,Low
5943,29,61705.0,Part-time,0,VIC,Medium
5944,44,98343.0,Part-time,0,NSW,Medium
5945,37,23072.0,Full-time,2,QLD,Low
5946,34,72020.0,Self-employed,2,NSW,Medium
5947,24,145549.0,Full-time,1,SA,Good
5948,30,49591.0,Full-time,1,NSW,Low
5949,35,32140.0,Part-time,1,QLD,Low
5950,34,49289.0,Contract,2,VIC,Low
5951,28,28042.0,Full-time,3,QLD,Low
5952,36,67026.0,Full-time,1,VIC,Medium
5953,28,57708.0,Contract,0,VIC,Low
5954,59,70218.0,Self-employed,0,NSW,Medium
5955,55,56071.0,Full-time,0,SA,Low
5956,62,66035.0,Full-time,2,NSW,Medium
5957,43,75000.0,Full-time,3,SA,Medium
5958,45,32898.0,Self-employed,1,VIC,Low
5959,58,71185.0,Full-time,3,NSW,Medium
5960,65,123513.0,Self-employed,0,QLD,Good
5961,22,37017.0,Contract,1,QLD,Low
5962,31,69854.0,Contract,1,QLD,Medium
5963,64,114388.0,Self-employed,1,NSW,Good
5964,37,33607.0,Full-time,1,SA,Low
5965,29,89226.0,Full-time,0,VIC,Medium
5966,46,53583.0,Part-time,1,VIC,Low
5967,33,99277.0,Full-time,1,VIC,Medium
5968,46,39647.0,Full-time,2,NSW,Low
5969,38,59604.0,Full-time,1,NSW,Low
5970,47,28022.0,Contract,0,NSW,Low
5971,35,74507.0,Self-employed,1,WA,Medium
5972,62,74934.0,Full-time,0,NSW,Medium
5973,57,78464.0,Full-time,0,QLD,Medium
5974,44,76558.0,Part-time,1,NSW,Medium
5975,64,57209.0,Self-employed,0,NSW,Low
5976,27,28601.0,Full-time,1,NSW,Low
5977,26,98326.0,Contract,0,WA,Medium
5978,64,58735.0,Self-employed,0,NSW,Low
5979,46,72893.0,Contract,0,NSW,Medium
5980,39,54578.0,Self-employed,0,NSW,Low
5981,34,159433.0,Self-employed,0,VIC,Excellent
5982,64,45079.0,Self-employed,0,SA,Low
5983,35,44221.0,Full-time,0,WA,Low
5984,49,27424.0,Full-time,0,NSW,Low
5985,39,63352.0,Self-employed,0,NSW,Medium
5986,49,151631.0,Full-time,0,QLD,Excellent
5987,48,63737.0,Full-time,0,NSW,Medium
5988,53,67074.0,Self-employed,0,WA,Medium
5989,30,97402.0,Self-employed,1,NSW,Medium
5990,61,64929.0,Full-time,0,VIC,Medium
5991,53,109059.0,Full-time,1,NSW,Good
5992,41,117462.0,Full-time,0,WA,Good
5993,49,44512.0,Full-time,3,NSW,Low
5994,54,29284.0,Contract,0,NSW,Low
5995,25,84524.0,Part-time,1,VIC,Medium
5996,55,70355.0,Contract,0,NSW,Medium
5997,24,35492.0,Full-time,1,NSW,Low
5998,47,42658.0,Full-time,1,NSW,Low
5999,29,42592.0,Self-employed,0,SA,Low
6000,27,64455.0,Full-time,0,NSW,Medium
6001,37,98587.0,Full-time,3,NSW,Medium
6002,45,101386.0,Contract,2,WA,Good
6003,60,88913.0,Self-employed,1,WA,Medium
6004,51,51738.0,Full-time,2,QLD,Low
6005,34,181690.0,Part-time,0,QLD,Excellent
6006,26,60877.0,Full-time,1,QLD,Medium
6007,46,49296.0,Contract,0,NSW,Low
6008,41,30241.0,Self-employed,1,QLD,Low
6009,39,50324.0,Full-time,2,NSW,Low
6010,39,74562.0,Full-time,0,NSW,Medium
6011,23,27089.0,Self-employed,1,NSW,Low
6012,31,37158.0,Full-time,0,QLD,Low
6013,33,47398.0,Contract,0,WA,Low
6014,34,40632.0,Contract,2,QLD,Low
6015,32,38990.0,Self-employed,2,VIC,Low
6016,40,105062.0,Self-employed,0,VIC,Good
6017,56,26230.0,Full-time,1,QLD,Low
6018,60,65361.0,Full-time,0,VIC,Medium
6019,47,77617.0,Self-employed,0,VIC,Medium
6020,35,47002.0,Full-time,2,NSW,Low
6021,65,53451.0,Part-time,0,VIC,Low
6022,45,58673.0,Full-time,0,NSW,Low
6023,62,82220.0,Full-time,0,VIC,Medium
6024,22,128714.0,Full-time,0,QLD,Good
6025,64,31500.0,Self-employed,0,NSW,Low
6026,43,37868.0,Full-time,1,NSW,Low
6027,44,38834.0,Full-time,0,SA,Low
6028,40,59499.0,Full-time,0,WA,Low
6029,39,49026.0,Full-time,0,NSW,Low
6030,33,83551.0,Self-employed,0,NSW,Medium
6031,49,43121.0,Part-time,0,NSW,Low
6032,49,38402.0,Full-time,0,VIC,Low
6033,54,40881.0,Full-time,0,QLD,Low
6034,40,63440.0,Contract,0,NSW,Medium
6035,49,96951.0,Part-time,0,QLD,Medium
6036,58,58559.0,Full-time,1,WA,Low
6037,47,45294.0,Full-time,0,VIC,Low
6038,56,35756.0,Full-time,0,NSW,Low
6039,55,124345.0,Full-time,1,QLD,Good
6040,56,24823.0,Self-employed,3,QLD,Low
6041,61,54555.0,Full-time,2,NSW,Low
6042,37,86670.0,Self-employed,2,VIC,Medium
6043,59,54180.0,Full-time,2,QLD,Low
6044,34,45109.0,Full-time,1,NSW,Low
6045,44,78263.0,Self-employed,2,NSW,Medium
6046,43,34652.0,Full-time,1,NSW,Low
6047,37,25074.0,Self-employed,0,SA,Low
6048,49,71438.0,Self-employed,0,NSW,Medium
6049,56,36403.0,Contract,1,NSW,Low
6050,29,63950.0,Full-time,2,NSW,Medium
6051,65,56295.0,Full-time,0,SA,Low
6052,43,68222.0,Full-time,0,NSW,Medium
6053,42,53448.0,Full-time,2,QLD,Low
6054,47,78886.0,Full-time,1,NSW,Medium
6055,61,42118.0,Full-time,2,QLD,Low
6056,42,88488.0,Full-time,3,QLD,Medium
6057,46,32571.0,Full-time,0,NSW,Low
6058,62,107615.0,Self-employed,0,NSW,Good
6059,22,167012.0,Self-employed,0,NSW,Excellent
6060,27,63200.0,Full-time,2,VIC,Medium
6061,44,131214.0,Self-employed,0,QLD,Good
6062,44,149373.0,Full-time,0,NSW,Good
6063,64,50998.0,Full-time,0,QLD,Low
6064,64,61324.0,Full-time,0,NSW,Medium
6065,44,39853.0,Self-employed,0,VIC,Low
6066,53,41159.0,Full-time,2,NSW,Low
6067,51,67268.0,Full-time,1,NSW,Medium
6068,34,26426.0,Contract,2,NSW,Low
6069,64,90889.0,Full-time,0,VIC,Medium
6070,39,65098.0,Contract,1,NSW,Medium
6071,44,84176.0,Full-time,1,WA,Medium
6072,36,54665.0,Self-employed,1,WA,Low
6073,54,83806.0,Part-time,0,WA,Medium
6074,42,67766.0,Self-employed,1,SA,Medium
6075,60,77158.0,Contract,1,WA,Medium
6076,44,93982.0,Self-employed,0,NSW,Medium
6077,48,31810.0,Full-time,0,NSW,Low
6078,65,42128.0,Self-employed,0,VIC,Low
6079,39,190501.0,Self-employed,0,VIC,Excellent
6080,45,66412.0,Full-time,0,SA,Medium
6081,61,25377.0,Contract,0,NSW,Low
6082,63,25448.0,Full-time,0,QLD,Low
6083,28,57671.0,Full-time,1,VIC,Low
6084,41,46096.0,Full-time,3,SA,Low
6085,48,40007.0,Part-time,0,QLD,Low
6086,27,146763.0,Part-time,0,NSW,Good
6087,48,49784.0,Part-time,1,NSW,Low
6088,30,90263.0,Full-time,1,WA,Medium
6089,52,67851.0,Part-time,1,WA,Medium
6090,42,51666.0,Contract,1,WA,Low
6091,47,33831.0,Full-time,1,QLD,Low
6092,61,87958.0,Part-time,2,NSW,Medium
6093,34,18542.0,Full-time,3,VIC,Low
6094,44,92535.0,Full-time,1,WA,Medium
6095,41,64579.0,Part-time,3,NSW,Medium
6096,58,81576.0,Full-time,1,VIC,Medium
6097,49,60107.0,Self-employed,1,VIC,Medium
6098,38,32300.0,Part-time,1,QLD,Low
6099,49,73187.0,Full-time,2,QLD,Medium
6100,62,91533.0,Full-time,2,VIC,Medium
6101,23,47119.0,Contract,0,NSW,Low
6102,46,83174.0,Full-time,1,NSW,Medium
6103,62,69444.0,Part-time,2,QLD,Medium
6104,27,75002.0,Contract,0,SA,Medium
6105,32,38958.0,Contract,0,NSW,Low
6106,59,113673.0,Part-time,0,NSW,Good
6107,27,69426.0,Full-time,1,QLD,Medium
6108,32,90749.0,Full-time,1,NSW,Medium
6109,35,49312.0,Full-time,0,NSW,Low
6110,23,97846.0,Part-time,1,VIC,Medium
6111,61,48486.0,Full-time,2,QLD,Low
6112,24,38335.0,Self-employed,0,NSW,Low
6113,56,145208.0,Part-time,0,SA,Good
6114,54,18282.0,Full-time,2,NSW,Low
6115,45,266984.0,Full-time,2,NSW,Excellent
6116,40,85039.0,Part-time,0,VIC,Medium
6117,39,51154.0,Full-time,1,QLD,Low
6118,45,70477.0,Self-employed,1,WA,Medium
6119,56,85065.0,Contract,0,NSW,Medium
6120,22,50705.0,Contract,2,NSW,Low
6121,57,165648.0,Self-employed,1,NSW,Excellent
6122,46,125214.0,Self-employed,1,NSW,Good
6123,64,234079.0,Part-time,0,QLD,Excellent
6124,55,32509.0,Full-time,2,QLD,Low
6125,46,66679.0,Self-employed,0,VIC,Medium
6126,37,29926.0,Full-time,0,SA,Low
6127,55,34692.0,Full-time,0,QLD,Low
6128,50,50862.0,Self-employed,0,VIC,Low
